transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T13377,U053,12-04-24,Expense,rent,18648,Unknown,Kolkata,PG rent
T8430,U102,09/15/2024,Income,bonus,45285,Upi,Mumbai,Festival bonus
T13071,U099,11/29/2023,Expense,entertainment,3069,Csh,Mum,Concert ticket
T0694,U039,2022-02-10,Expense,travel,3212,Card,Mum,Flight booking
T4710,U093,14-11-21,Income,investment,52388,Crd,Jaipur,Mutual fund investment
T0887,U011,24-07-2022,Expense,travel,9501,Card,Lucknow,Fuel payment
T8606,U118,11/29/2023,Expense,utilities,8405,Card,Ban,Broadband bill
T4734,U019,2023-08-14,Expense,rent,40517,Bank Transfr,Delhi,Room rent
T13206,U119,01/16/2021,Expense,food,7714,Crd,Del,Zomato order
T5852,U117,2022-06-21,Expense,entertainment,6701,Bank_Transfer,Unknown,Netflix subscription
T11139,U144,18-02-24,Expense,food,8407,Card,Unknown,Starbucks coffee
T4533,U002,20-12-23,Expense,rent,41360,Card,Unknown,Accommodation rent
T9683,U060,04/29/2023,Expense,rent,23271,Card,Chennai,Monthly house rent
T8188,U145,28-04-22,Expense,food,4822,Crd,Pune,Food delivery
T10988,U030,26-08-2022,Expense,health,7801,Upi,Unknown,Doctor consultation
T13570,U040,15-05-2024,Expense,rent,1615,Crd,Pune,Lease payment
T4412,U051,14-04-23,Expense,food,2612,Card,Hyd,Starbucks coffee
T2864,U073,2021-01-29,Expense,education,2704,Crd,Jaipur,Udemy course
T11631,U034,09/30/2022,Expense,rent,43620,Csh,Lucknow,Lease payment
T10516,U145,08-10-2022,Expense,food,₹1348,Cash,Hyd,Dominos pizza
T0068,U114,18-03-22,Expense,food,9817,Unknown,Lucknow,Swiggy order
T1431,U112,08/17/2021,Expense,travel,₹230,Upi,Unknown,Metro recharge
T1630,U024,04/28/2023,Expense,entertainment,8663,Card,Ahmedabad,Amazon Prime
T0660,U091,14-10-2021,Expense,nan,3517,Csh,Pune,General transaction
T11876,U092,2024-10-27,Expense,health,Rs.1574,Card,Bangalore,Doctor consultation
T11519,U010,2024-06-26,Expense,rent,49647,Cash,Pun,Lease payment
T7652,U137,12/16/2024,Income,bonus,71730,Crd,Pun,Annual bonus
T7216,U032,21-08-2023,Expense,rent,2986,Upi,Unknown,Flat rent
T9510,U022,03/10/2021,Expense,travel,5202,Upi,Ahm,Travel expense
T11766,U011,08/07/2021,Expense,travel,6964,Upi,Mum,Fuel payment
T0217,U143,2021-03-27,Expense,travel,5733,Card,Luc,Taxi fare
T6310,U072,03-01-24,Expense,food,,Cash,Jai,Starbucks coffee
T4447,U077,05/26/2021,Expense,food,2917,Upi,Hyd,Swiggy order
T13829,U073,2022-10-27,Expense,travel,2083,Upi,Hyderabad,Fuel payment
T3069,U062,12/29/2021,Expense,travel,4428,Bank Transfr,Bangalore,Fuel payment
T9390,U139,11/19/2022,Income,investment,77566,Card,Delhi,Stock purchase
T3198,U123,12/14/2023,Income,investment,₹38153,Cash,Chennai,Investment deposit
T4898,U082,09/25/2024,Expense,rent,25936,Banktransfer,Pune,Monthly house rent
T2183,U128,2021-08-26,Expense,travel,999999,Upi,Mumbai,Airport transfer
T1636,U140,2022-04-20,Expense,food,5671,Cash,Kol,Dominos pizza
T12786,U055,04-12-2024,Expense,rent,$5736,Cash,Luc,PG rent
T0366,U096,2021-08-20,Expense,utilities,2474,Csh,Unknown,Gas bill
T8329,U087,06/12/2022,Expense,rent,25833,Bank Transfer,Mumbai,Rental payment
T0298,U148,02/26/2022,Expense,utilities,7222,Csh,Pune,Electricity bill
T11675,U025,08-03-22,Expense,rent,21929,Cash,Che,Accommodation rent
T8782,U062,02-06-22,Expense,rent,47616,Csh,Hyderabad,Monthly house rent
T2640,U122,21-10-22,Expense,travel,7311,Card,Chennai,Airport transfer
T9149,U035,2023-07-02,Expense,food,3162,Bank Transfer,Ahmedabad,Restaurant dinner
T1570,U106,2023-12-01,Expense,health,2428,Cash,Ban,Clinic visit
T7007,U127,30-05-23,Expense,education,2381,Card,Unknown,Book purchase
T4910,U131,2022-06-26,Expense,travel,7074,Upi,Chennai,Bus ticket
T6538,U124,2022-08-15,Expense,entertainment,Rs.1408,Cash,Kolkata,Concert ticket
T2852,U142,30-09-23,Expense,education,$9502,Card,Pun,School fees
T1026,U045,08/31/2022,Income,others,₹77419,Upi,Delhi,Cash withdrawal
T12288,U060,09-02-23,Expense,travel,7830,Csh,Kolkata,Taxi fare
T6886,U096,05/19/2024,Expense,food,2174,Bank Transfer,Hyderabad,Restaurant dinner
T6256,U104,23-12-23,Expense,food,3936,Upi,Che,Starbucks coffee
T10425,U063,2021-12-16,Expense,food,3890,Bank Transfr,Hyderabad,Family dinner
T3773,U078,25-06-24,Expense,utilities,9600,Card,Unknown,WiFi recharge
T13121,U094,2021-09-16,Expense,food,4390,Card,Unknown,Restaurant dinner
T8651,U140,09-06-23,Expense,entertainment,8116,Crd,Mumbai,Concert ticket
T13479,U043,15-09-2022,Expense,travel,$5389,Upi,Lucknow,Taxi fare
T2382,U120,2024-08-19,Expense,food,1210,Cash,Bangalore,Cafe breakfast
T12457,U001,2024-12-06,Expense,education,252,Cash,Chennai,School fees
T11468,U067,07/30/2021,Expense,travel,₹1692,Upi,Bangalore,Travel expense
T2706,U142,2023-12-25,Expense,education,6003,Crd,Ahmedabad,College fees
T0629,U048,02/21/2022,Expense,entertainment,,Cash,Pune,Disney Plus
T7259,U085,01/04/2021,Expense,education,2288,Bank Transfer,Pune,Exam fees
T10159,U092,2021-09-19,Expense,rent,43459,Csh,Unknown,Monthly house rent
T8325,U028,14-04-23,Expense,utilities,7166,Unknown,Lucknow,Water bill
T6319,U137,2022-05-19,Expense,food,3897,Unknown,Delhi,Starbucks coffee
T6454,U109,01-09-22,Expense,rent,8302,Upi,Hyderabad,Home rent
T4361,U008,19-03-23,Expense,education,1002 INR,Bank_Transfer,Ahmedabad,Udemy course
T11913,U057,04/15/2024,Income,freelance,69466,Upi,Luc,Client payment
T0916,U138,05/25/2022,Expense,rent,38208,Csh,Kolkata,Apartment rent
T5432,U150,22-09-22,Income,bonus,$10325,Bank Transfer,Ahmedabad,Performance bonus
T7064,U010,2024-01-03,Expense,utilities,1426,Crd,Jaipur,EB payment
T13028,U068,21-12-2021,Expense,rent,$32339,Card,Mumbai,Rental payment
T13635,U097,01/05/2023,Income,freelance,Rs.53893,Card,Delhi,Freelance earnings
T0592,U091,04/18/2023,Expense,food,3105,Cash,Lucknow,Burger King meal
T12862,U068,09/09/2024,Expense,food,3655,Csh,Pun,Burger King meal
T3356,U079,2021-02-22,Expense,travel,2234,Bank Transfer,Bangalore,Metro recharge
T9294,U061,,Expense,rent,1556,Unknown,Hyderabad,Rent transfer
T4602,U019,09-03-24,Expense,utilities,₹1509,Upi,Hyderabad,Water bill
T5616,U107,03/23/2023,Income,investment,77470,Upi,Ahmedabad,SIP investment
T5032,U014,03/27/2023,Expense,food,₹9553,Crd,Kolkata,Dominos pizza
T7490,U088,08/29/2023,Income,others,$73327,Crd,Mum,General expense
T11794,U051,2023-04-21,Income,investment,49033,Upi,Ahmedabad,Investment deposit
T1853,U076,01/28/2024,Expense,food,2590,Banktransfer,Ahmedabad,Dominos pizza
T12693,U001,,Expense,travel,,Card,Bangalore,Train ticket
T8027,U029,01/16/2022,Expense,entertainment,4605,Cash,Kolkata,Spotify premium
T9187,U138,2021-02-19,Expense,rent,$28832,Cash,Del,Monthly house rent
T9006,U133,17-08-2022,Expense,rent,3348,Upi,Chennai,PG rent
T10832,U030,17-11-2023,Expense,travel,₹3367,Upi,Del,Train ticket
T7397,U056,08/12/2023,Expense,food,4030,Upi,Ahmedabad,Family dinner
T5812,U053,2022-10-05,Expense,travel,3462,Upi,Mumbai,Travel expense
T1903,U139,2023-12-04,Expense,health,5593,Banktransfer,Delhi,Doctor consultation
T10506,U100,13-01-2023,Expense,rent,20865,Upi,Ban,Accommodation rent
T0222,U129,2023-03-24,Expense,entertainment,Rs.2399,Card,Mumbai,Spotify premium
T10612,U073,01-07-21,Expense,travel,Rs.5585,Csh,Lucknow,Airport transfer
T6855,U046,2024-05-11,Expense,travel,₹2517,Bank Transfr,Hyderabad,Bus ticket
T11823,U132,2022-09-09,Expense,savings,5714,Bank Transfr,Kolkata,Savings account deposit
T1028,U138,06/11/2023,Expense,rent,$1803,Cash,Kol,PG rent
T11851,U110,2022-10-13,Expense,food,6894 INR,Card,Lucknow,Food delivery
T10806,U149,05/19/2024,Expense,food,3802,Upi,Jaipur,Family dinner
T5548,U053,09-07-22,Expense,entertainment,463,Card,Hyderabad,Netflix subscription
T1188,U072,21-11-24,Expense,health,5370,Bank Transfer,Lucknow,Clinic visit
T5160,U090,06/14/2023,Expense,savings,8738,Upi,Pune,Monthly savings
T2355,U135,2021-07-05,Income,salary,19104,Bank Transfer,Mumbai,Monthly salary
T4522,U085,07/25/2024,Expense,food,7385,Upi,Mumbai,Zomato order
T5588,U144,03/26/2024,Expense,nan,4804,Upi,Bangalore,General transaction
T3811,U026,2023-02-18,Expense,utilities,2305,Bank_Transfer,Pune,Water bill
T6029,U068,06-12-23,Income,bonus,Rs.563063,Unknown,Unknown,Annual bonus
T12355,U146,2022-06-01,Income,bonus,48885,Bank_Transfer,Delhi,Festival bonus
T12569,U084,01/06/2022,Expense,rent,₹7452,Card,Delhi,Rent transfer
T13484,U043,11-09-2022,Expense,rent,3135,Bank Transfer,Kolkata,Flat rent
T12294,U117,2023-01-14,Expense,food,₹3884,Crd,Mumbai,Cafe breakfast
T7694,U058,07-03-2021,Expense,travel,₹3974,Card,Del,Airport transfer
T8819,U054,02/07/2021,Expense,food,2121,Upi,Ahm,Starbucks coffee
T0416,U114,24-12-2022,Expense,entertainment,238,Cash,Kolkata,Concert ticket
T6252,U091,2024-05-17,Expense,food,3385,Unknown,Kolkata,Family dinner
T4269,U024,2021-03-22,Expense,education,₹1716,Upi,Kolkata,Exam fees
T6713,U057,27-02-24,Expense,utilities,9275,Crd,Jaipur,WiFi recharge
T1440,U068,2024-12-21,Expense,food,8171,Card,Lucknow,Burger King meal
T13730,U027,08-11-24,Expense,rent,32928,Crd,Delhi,PG rent
T1907,U063,04/02/2023,Expense,food,6393,Bank Transfr,Chennai,Zomato order
T6952,U026,16-02-2024,Expense,food,4545,Csh,Unknown,Starbucks coffee
T0098,U082,16-06-24,Expense,rent,41891,Cash,Mumbai,Flat rent
T0847,U056,04/13/2022,Expense,food,4097,Csh,Hyderabad,Food delivery
T1614,U105,,Expense,utilities,5057,Upi,Unknown,Utility payment
T0754,U066,25-02-23,Expense,rent,28006,Bank Transfer,Delhi,Home rent
T1852,U032,10/11/2021,Expense,utilities,5852,Upi,Ahmedabad,Internet bill
T7961,U074,2024-04-11,Expense,health,999999,Banktransfer,Ahmedabad,Doctor consultation
T2598,U118,29-10-2024,Income,others,21483,Upi,Jai,General expense
T3486,U050,10/27/2023,Expense,utilities,260,Csh,Pune,Gas bill
T11506,U056,2023-02-20,Expense,education,5968,Upi,Ban,Training program
T6832,U016,2022-03-02,Expense,education,4880,Csh,Mum,Educational material
T10356,U078,06/24/2024,Expense,entertainment,7241,Unknown,Mumbai,Netflix subscription
T3382,U031,,Expense,food,1510,Cash,Hyderabad,Swiggy order
T4650,U047,2023-10-09,Expense,travel,Rs.3071,Card,Ban,Train ticket
T7210,U015,14-12-2023,Expense,utilities,8883,Card,Kolkata,Power bill
T8009,U090,2024-01-29,Expense,rent,₹8034,Cash,Unknown,Rent transfer
T2599,U145,03/30/2024,Expense,utilities,9957 INR,Crd,Mumbai,Utility payment
T0861,U023,22-10-24,Expense,entertainment,Rs.4440,Card,Bangalore,Weekend movie
T9053,U021,08/08/2021,Expense,rent,15206,Upi,Unknown,Room rent
T13033,U110,08/26/2024,Expense,rent,22146,Cash,Jaipur,Apartment rent
T4956,U028,02/28/2023,Expense,education,2443,Bank_Transfer,Bangalore,Udemy course
T4376,U078,2021-12-27,Expense,health,707,Card,Jaipur,Pharmacy purchase
T5793,U076,18-09-2023,Income,bonus,38376,Card,Mumbai,Annual bonus
T9595,U104,07/13/2021,Expense,rent,9321,Upi,Mumbai,Rental payment
T13068,U026,,Expense,rent,1511,Cash,Mum,Accommodation rent
T10923,U045,09-04-2022,Income,freelance,69740,Cash,Ahmedabad,Website project
T7084,U043,04-08-24,Income,freelance,29952,Card,Chennai,Freelance project
T1355,U089,07/05/2021,Expense,utilities,4069,Crd,Che,Broadband bill
T3362,U026,2021-01-08,Expense,health,6970,Csh,Mumbai,Clinic visit
T0868,U076,05/21/2022,Expense,rent,30649,Csh,Kolkata,Apartment rent
T0763,U072,2022-12-01,Expense,entertainment,7799,Card,Ahm,Spotify premium
T7995,U138,2023-02-28,Expense,food,2488,Bank Transfer,Bangalore,Lunch at restaurant
T8223,U136,21-08-21,Expense,food,3353,Crd,Lucknow,Zomato order
T6336,U024,12/14/2022,Expense,others,999999,Bank_Transfer,Chennai,Misc expense
T9609,U023,2021-09-09,Expense,travel,$7719,Cash,Pun,Flight booking
T12712,U012,12/02/2022,Expense,food,8580,Csh,Lucknow,Food delivery
T11153,U120,04/30/2021,Income,bonus,28018,Upi,Ahmedabad,Incentive received
T7547,U058,06/04/2022,Expense,travel,2499,Crd,Mumbai,Metro recharge
T7032,U001,14-06-21,Expense,food,209,Card,Lucknow,Cafe breakfast
T13523,U057,2021-06-11,Expense,education,₹8075,Card,Lucknow,Online course
T12100,U137,06-06-21,Expense,entertainment,157,Csh,Bangalore,Movie ticket
T1581,U098,11/07/2021,Expense,rent,9415,Cash,Mum,Room rent
T2033,U119,29-08-21,Income,freelance,32892,Cash,Che,Freelance earnings
T12408,U086,05-09-2021,Income,bonus,22487,Cash,Luc,Incentive received
T1088,U092,2022-12-20,Expense,travel,5337,Cash,Jaipur,Uber ride
T10917,U022,11-09-21,Expense,food,2979,Csh,Kol,Starbucks coffee
T12725,U096,,Expense,utilities,₹3799,Card,Unknown,Gas bill
T1019,U022,2021-04-07,Expense,rent,9157,Cash,Ahm,Home rent
T3268,U099,2023-08-16,Income,others,55020,Bank Transfer,Unknown,Other payment
T2887,U005,07/12/2021,Expense,food,1954,Crd,Ban,Restaurant dinner
T6903,U129,05-12-23,Income,bonus,40189,Csh,Jaipur,Incentive received
T6392,U004,20-06-2024,Expense,utilities,5012,Bank_Transfer,Pune,Mobile recharge
T13244,U108,2023-12-16,Expense,health,7489,Upi,Chennai,Health insurance
T4193,U145,2022-11-18,Expense,rent,6540,Card,Ahmedabad,Apartment rent
T4192,U020,07/28/2023,Income,investment,26237,Upi,Pun,SIP investment
T4180,U033,04/03/2024,Expense,nan,7489,Cash,Unknown,General transaction
T2864,U065,12/12/2021,Expense,rent,0,Unknown,Jaipur,Accommodation rent
T4940,U089,31-12-2022,Expense,travel,5439,Card,Delhi,Travel expense
T13387,U018,08-05-21,Expense,food,2808,Cash,Mumbai,Swiggy order
T11505,U073,2023-10-04,Expense,entertainment,8134,Bank Transfer,Ahm,Theatre booking
T1761,U096,2024-05-22,Income,bonus,19068,Upi,Lucknow,Annual bonus
T3859,U054,06/06/2023,Expense,food,-1000,Bank Transfer,Lucknow,Swiggy order
T10877,U050,2022-09-24,Expense,utilities,2999,Card,Luc,Broadband bill
T10796,U085,02-11-21,Expense,rent,₹1829,Upi,Ahm,Home rent
T2796,U084,08/30/2022,Expense,utilities,6767,Upi,Delhi,Utility payment
T10185,U037,,Expense,savings,894,Crd,Pune,Transfer to savings
T8140,U064,,Expense,food,$6068,Crd,Jaipur,Starbucks coffee
T13991,U004,15-12-21,Expense,travel,2408,Upi,Ahmedabad,Fuel payment
T3476,U074,15-03-2022,Expense,entertainment,8496,Bank Transfr,Ahm,Amazon Prime
T4630,U074,12/20/2021,Expense,savings,1827,Csh,Ahmedabad,Transfer to savings
T5862,U006,2023-06-03,Expense,food,$1121,Crd,Mum,Cafe breakfast
T2143,U138,2022-10-26,Expense,food,4476,Upi,Pune,Cafe breakfast
T3996,U012,14-10-21,Expense,travel,5187,Bank_Transfer,Mum,Uber ride
T6479,U036,08/27/2024,Income,investment,74820,Upi,Mumbai,SIP investment
T3080,U124,04/04/2024,Expense,travel,8562,Bank Transfer,Unknown,Ola cab
T13219,U034,2024-02-11,Expense,education,$8778,Upi,Mumbai,Training program
T4169,U081,11/27/2024,Expense,food,9344,Cash,Jaipur,Swiggy order
T4367,U076,2023-08-23,Expense,travel,4217,Crd,Pune,Fuel payment
T5505,U138,17-12-22,Expense,travel,7840,Bank Transfer,Chennai,Ola cab
T3706,U026,2021-01-23,Expense,education,6915,Bank Transfr,Mumbai,Online course
T5923,U077,05/30/2022,Expense,food,3745,Csh,Pune,Cafe breakfast
T4095,U101,07-10-21,Expense,education,9846,Upi,Del,Book purchase
T8884,U076,06/22/2024,Expense,entertainment,9268,Csh,Mumbai,Movie ticket
T3929,U030,05/09/2021,Expense,food,173,Csh,Mumbai,Cafe breakfast
T8874,U096,29-12-24,Income,bonus,58506,Csh,Ahmedabad,Festival bonus
T1618,U131,03/15/2022,Expense,rent,7954,Bank Transfer,Lucknow,Flat rent
T1343,U110,01/04/2024,Expense,rent,22541,Crd,Pun,Rental payment
T5141,U077,04/01/2023,Expense,food,4471,Cash,Mumbai,Dominos pizza
T6274,U107,18-01-2022,Income,investment,75783,Crd,Mum,Stock purchase
T2144,U060,19-03-24,Expense,food,4885,Unknown,Chennai,Starbucks coffee
T3615,U143,09-02-2024,Expense,travel,₹1688,Bank_Transfer,Del,Ola cab
T5128,U145,02/29/2024,Expense,savings,7933,Card,Jaipur,Savings account deposit
T2559,U137,02/24/2023,Income,bonus,79217,Cash,Mumbai,Incentive received
T9521,U114,2024-07-09,Expense,food,3147,Card,Unknown,Dominos pizza
T8167,U011,24-12-22,Expense,rent,9496,Upi,Ahmedabad,Room rent
T7936,U079,10/22/2023,Expense,rent,46668,Upi,Bangalore,Accommodation rent
T8699,U023,09-07-21,Expense,food,2925,Card,Jai,Family dinner
T0057,U068,31-07-2024,Expense,rent,41792,Bank Transfer,Del,Rental payment
T9114,U044,,Expense,travel,9143,Bank Transfer,Unknown,Ola cab
T2459,U136,15-08-24,Expense,rent,$37517,Upi,Mumbai,Monthly house rent
T4994,U076,2021-05-31,Expense,travel,6996 INR,Upi,Pune,Fuel payment
T9079,U016,19-06-21,Expense,travel,5645,Crd,Ahm,Fuel payment
T11452,U014,2024-01-21,Expense,rent,₹5072,Bank_Transfer,Ahmedabad,Accommodation rent
T5056,U045,29-04-22,Expense,rent,9753,Card,Bangalore,PG rent
T1277,U092,2024-05-23,Expense,education,601,Upi,Pune,Online course
T1063,U116,2023-08-05,Expense,food,4403,Card,Bangalore,Lunch at restaurant
T5630,U147,03-06-22,Expense,travel,$2609,Cash,Hyderabad,Train ticket
T8837,U145,2023-07-23,Expense,entertainment,₹3898,Cash,Chennai,Amazon Prime
T0524,U034,07/23/2024,Expense,savings,8872,Bank Transfer,Kolkata,Savings account deposit
T7566,U024,2022-01-31,Expense,food,3937,Bank Transfr,Hyd,Family dinner
T11743,U042,27-12-21,Expense,rent,21814,Upi,Delhi,PG rent
T3412,U078,27-11-21,Expense,rent,38008,Card,Mumbai,Rental payment
T12263,U055,02-09-21,Expense,travel,6734,Bank Transfer,Kolkata,Ola cab
T3666,U124,10-01-24,Expense,education,6246,Cash,Jai,Exam fees
T11331,U002,11/06/2023,Expense,travel,6273,Csh,Kolkata,Flight booking
T6425,U030,2024-12-24,Expense,education,,Bank_Transfer,Unknown,School fees
T3406,U011,12-03-21,Expense,rent,$12686,Cash,Ahmedabad,Rental payment
T0834,U091,2023-12-14,Expense,rent,₹2416,Bank_Transfer,Del,Apartment rent
T11951,U009,2022-11-29,Expense,travel,,Upi,Unknown,Ola cab
T6779,U137,2021-10-29,Expense,food,1530,Banktransfer,Lucknow,Starbucks coffee
T12115,U024,09/22/2023,Expense,entertainment,₹8930,Upi,Kolkata,Disney Plus
T11188,U026,12-05-23,Expense,food,3191,Card,Lucknow,Burger King meal
T0521,U042,2024-03-26,Expense,food,7853,Card,Ahm,Swiggy order
T8419,U099,2023-01-26,Expense,travel,3051,Csh,Delhi,Fuel payment
T9297,U003,2024-10-15,Expense,food,Rs.4991,Bank Transfer,Bangalore,Swiggy order
T3946,U032,2023-03-01,Expense,food,3445,Upi,Delhi,Food delivery
T1746,U126,2021-04-18,Expense,rent,8488,Banktransfer,Jaipur,Monthly house rent
T4509,U020,2024-11-22,Income,others,42897,Upi,Chennai,Cash withdrawal
T1197,U148,18-01-2022,Expense,food,2279,Bank Transfer,Kolkata,Food delivery
T3642,U116,01/17/2021,Expense,food,4158,Cash,Pun,Dominos pizza
T11893,U115,2024-09-16,Expense,travel,6207,Cash,Hyderabad,Airport transfer
T2652,U087,,Expense,rent,6433,Unknown,Bangalore,Room rent
T0701,U030,2021-05-15,Expense,food,₹6723,Bank_Transfer,Jaipur,Food delivery
T1991,U044,2024-05-14,Expense,entertainment,4715,Card,Hyderabad,Theatre booking
T6037,U089,06/20/2021,Income,salary,53725,Bank_Transfer,Pun,Monthly salary
T1323,U056,2023-12-26,Expense,food,3593,Upi,Kol,Zomato order
T6292,U026,2021-07-30,Expense,utilities,8484,Upi,Mumbai,Electricity bill
T12583,U135,2023-04-01,Expense,entertainment,7204,Cash,Unknown,Movie ticket
T13192,U041,18-12-2024,Income,others,73065,Bank Transfer,Pun,Other payment
T12405,U021,01-12-22,Expense,education,1133,Upi,Pune,Exam fees
T13614,U013,14-04-2024,Expense,rent,41024,Csh,Lucknow,Lease payment
T0062,U138,,Expense,others,125,Csh,Delhi,Other payment
T4675,U105,2024-09-24,Expense,rent,47477,Cash,Del,Home rent
T3520,U113,03-10-2022,Expense,food,2495,Cash,Kol,Lunch at restaurant
T2479,U092,07/09/2023,Expense,food,,Crd,Ban,Swiggy order
T13431,U042,03/25/2024,Expense,travel,174,Crd,Lucknow,Uber ride
T11187,U073,2023-12-28,Expense,food,2362,Upi,Ahm,Zomato order
T0900,U101,2021-11-01,Expense,health,999999,Bank Transfer,Hyderabad,Blood test
T2558,U075,01-09-2021,Expense,food,1720,Cash,Bangalore,Swiggy order
T9461,U132,2022-05-25,Expense,education,,Csh,Mum,Book purchase
T2667,U003,2023-03-20,Expense,food,7880,Bank_Transfer,Kol,Swiggy order
T12519,U121,05/18/2024,Expense,rent,8471,Csh,Hyderabad,PG rent
T6794,U105,03-07-23,Expense,food,8875,Upi,Delhi,Food delivery
T8756,U126,08/19/2022,Expense,rent,1572,Unknown,Ahmedabad,Rental payment
T6574,U077,07/17/2022,Expense,rent,$1160,Banktransfer,Delhi,Accommodation rent
T12057,U105,08-08-21,Expense,food,9865,Upi,Del,Cafe breakfast
T11041,U071,12-10-2022,Income,bonus,40907,Upi,Ban,Performance bonus
T10066,U036,2024-01-18,Expense,entertainment,4892,Upi,Jaipur,OTT subscription
T12126,U011,2022-02-09,Expense,rent,₹9207,Upi,Mumbai,Accommodation rent
T12217,U133,,Expense,entertainment,255,Upi,Che,Gaming subscription
T0636,U005,09/02/2022,Expense,food,₹3295,Card,Kolkata,Cafe breakfast
T6586,U047,04/23/2021,Income,freelance,₹30325,Bank_Transfer,Chennai,Freelance earnings
T11360,U043,11/20/2022,Expense,utilities,7143,Bank Transfer,Ahmedabad,Gas bill
T12609,U060,2022-07-28,Expense,utilities,$6561,Upi,Pun,Electricity bill
T11946,U081,09-12-23,Expense,food,4340,Bank_Transfer,Hyd,Food delivery
T3583,U004,12-09-23,Expense,utilities,₹2419,Csh,Lucknow,Internet bill
T5134,U008,2022-09-05,Expense,food,1060,Cash,Kolkata,Lunch at restaurant
T3793,U017,24-06-2023,Expense,others,1706,Upi,Jaipur,Other payment
T12925,U099,2023-01-15,Expense,rent,7206,Upi,Pune,Accommodation rent
T0339,U078,12-12-2023,Expense,utilities,6808,Bank_Transfer,Bangalore,Broadband bill
T4285,U055,11-02-23,Expense,rent,43843,Cash,Delhi,Lease payment
T3098,U041,2021-08-04,Expense,rent,1900,Upi,Chennai,Room rent
T7248,U078,12/19/2023,Expense,food,6238 INR,Bank Transfer,Ahmedabad,Lunch at restaurant
T13591,U065,01/21/2024,Income,nan,63976,Card,Bangalore,General transaction
T6964,U111,2021-02-12,Expense,education,Rs.6003,Csh,Hyd,Exam fees
T4185,U079,2024-09-05,Expense,education,5441,Upi,Ban,Exam fees
T6611,U110,08/13/2022,Expense,entertainment,2745,Upi,Mumbai,Concert ticket
T10268,U108,2024-04-14,Income,others,55221,Upi,Ban,Miscellaneous purchase
T9042,U009,01/22/2022,Expense,rent,2869,Csh,Jaipur,Home rent
T10395,U124,04/12/2022,Expense,food,4442,Cash,Chennai,Dominos pizza
T2130,U006,07-09-2024,Expense,utilities,1204,Bank_Transfer,Unknown,WiFi recharge
T5834,U148,2024-09-25,Income,others,20252,Upi,Jaipur,Other payment
T1986,U132,05-08-22,Expense,travel,7196,Card,Delhi,Fuel payment
T3523,U119,22-09-23,Expense,rent,₹557,Upi,Jaipur,Home rent
T3617,U095,12/22/2023,Expense,utilities,1966,Crd,Hyderabad,Water bill
T10888,U096,2024-01-05,Income,others,56617,Bank Transfer,Delhi,General expense
T1635,U012,2023-07-01,Expense,rent,4750,Cash,Unknown,Rental payment
T6593,U116,04-05-2023,Expense,education,9969,Banktransfer,Mumbai,Educational material
T6497,U052,13-07-24,Expense,rent,8986,Cash,Lucknow,PG rent
T3233,U072,12/16/2024,Expense,food,4701,Upi,Pune,Food delivery
T8528,U138,2021-10-25,Income,investment,108891,Crd,Ahm,SIP investment
T1273,U134,2024-09-03,Expense,utilities,5000,Csh,Pun,Power bill
T9419,U015,19-09-23,Expense,travel,5222,Bank Transfer,Unknown,Uber ride
T7876,U035,2021-10-10,Expense,food,6224,Upi,Pune,Swiggy order
T4636,U111,2024-04-18,Expense,rent,6684,Upi,Kol,Flat rent
T9759,U022,11/30/2024,Income,others,45189,Banktransfer,Pune,Other payment
T7577,U121,23-10-24,Expense,rent,8540,Cash,Lucknow,Rental payment
T3980,U079,03-11-2021,Expense,travel,5820,Upi,Lucknow,Bus ticket
T10261,U093,06/02/2022,Expense,health,₹3789,Card,Lucknow,Medical test
T3686,U088,,Expense,food,3288,Banktransfer,Bangalore,Family dinner
T4251,U048,2022-07-22,Income,freelance,₹36017,Upi,Chennai,Website project
T9600,U145,09-04-21,Expense,food,3754,Bank Transfer,Chennai,Lunch at restaurant
T9672,U038,26-10-24,Expense,rent,$14320,Crd,Ahm,Rental payment
T11680,U066,03/29/2021,Expense,food,8872,Cash,Ahmedabad,Burger King meal
T7446,U137,01/19/2024,Expense,travel,4711,Card,Lucknow,Uber ride
T12084,U066,2021-02-23,Income,freelance,34187,Csh,Delhi,Website project
T11674,U059,26-02-22,Expense,utilities,8300,Upi,Bangalore,Electricity bill
T12990,U049,28-02-2021,Expense,food,7982,Banktransfer,Pune,Starbucks coffee
T2273,U034,08-11-24,Expense,others,6261,Crd,Hyderabad,Cash withdrawal
T10634,U080,2024-05-18,Expense,food,₹4088,Bank_Transfer,Delhi,Swiggy order
T2267,U148,2024-07-02,Expense,food,7503,Bank Transfer,Pune,Starbucks coffee
T5420,U070,2023-01-03,Income,freelance,41369,Bank Transfr,Chennai,Client payment
T5350,U038,14-02-23,Expense,travel,1968,Card,Jaipur,Ola cab
T1040,U058,10/06/2024,Expense,rent,₹9591,Bank Transfr,Pune,Room rent
T10461,U022,04-10-2023,Expense,utilities,646,Csh,Jaipur,Broadband bill
T4723,U107,2022-07-19,Expense,utilities,7403,Bank_Transfer,Pune,Water bill
T2527,U128,04/12/2022,Expense,utilities,Rs.9448,Crd,Che,Electricity bill
T12950,U119,13-01-2023,Income,investment,$59520,Cash,Jaipur,SIP investment
